release_year,title,genres,nominated,budget_ranges,revenue_ranges,runtime_ranges,budget,revenue,runtime,winner
1994,The Shawshank Redemption,Drama,1,Medium,Medium,High,25000000,28341469,142,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,1
1994,Pulp Fiction,Thriller,1,Medium,High,High,8000000,213928762,154,0
1994,Pulp Fiction,Thriller,1,Medium,High,High,8000000,213928762,154,0
1994,Ed Wood,Comedy,1,Medium,Low,High,18000000,5887457,127,1
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,0
1994,Nell,Drama,1,Medium,High,Medium,31000000,106683817,112,0
1994,The Client,Drama,1,High,High,Medium,45000000,117615211,119,0
1994,Pulp Fiction,Thriller,1,Medium,High,High,8000000,213928762,154,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,0
1994,Interview with the Vampire,Horror,1,High,High,High,60000000,223664608,123,0
1994,Legends of the Fall,Adventure,1,Medium,High,High,30000000,160638883,133,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,0
1994,Legends of the Fall,Adventure,1,Medium,High,High,30000000,160638883,133,1
1994,The Shawshank Redemption,Drama,1,Medium,Medium,High,25000000,28341469,142,0
1994,Wyatt Earp,Drama,1,High,Medium,High,63000000,25052000,191,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,1
1994,Pulp Fiction,Thriller,1,Medium,High,High,8000000,213928762,154,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,1
1994,Hoop Dreams,Documentary,1,Low,Medium,High,700000,7830611,171,0
1994,Pulp Fiction,Thriller,1,Medium,High,High,8000000,213928762,154,0
1994,The Shawshank Redemption,Drama,1,Medium,Medium,High,25000000,28341469,142,0
1994,Speed,Action,1,Medium,High,Medium,30000000,350448145,116,0
1994,Burnt by the Sun,Drama,0,Low,Low,High,2800000,2616503,135,1
1994,Ed Wood,Comedy,1,Medium,Low,High,18000000,5887457,127,1
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,0
1994,Mary Shelley's Frankenstein,Drama,0,High,High,High,45000000,112006296,123,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,0
1994,Interview with the Vampire,Horror,1,High,High,High,60000000,223664608,123,0
1994,The Lion King,Family,1,High,High,Low,45000000,788241776,89,1
1994,The Shawshank Redemption,Drama,1,Medium,Medium,High,25000000,28341469,142,0
1994,The Lion King,Family,1,High,High,Low,45000000,788241776,89,1
1994,The Lion King,Family,1,High,High,Low,45000000,788241776,89,0
1994,The Lion King,Family,1,High,High,Low,45000000,788241776,89,0
1994,Junior,Comedy,1,High,Medium,Medium,60000000,37000000,109,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,1
1994,Four Weddings and a Funeral,Comedy,1,Medium,High,Medium,6000000,254700832,117,0
1994,Pulp Fiction,Thriller,1,Medium,High,High,8000000,213928762,154,0
1994,The Shawshank Redemption,Drama,1,Medium,Medium,High,25000000,28341469,142,0
1994,Clear and Present Danger,Action,1,High,High,High,62000000,215887717,141,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,0
1994,Legends of the Fall,Adventure,1,Medium,High,High,30000000,160638883,133,0
1994,The Shawshank Redemption,Drama,1,Medium,Medium,High,25000000,28341469,142,0
1994,Speed,Action,1,Medium,High,Medium,30000000,350448145,116,1
1994,Clear and Present Danger,Action,1,High,High,High,62000000,215887717,141,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,0
1994,Speed,Action,1,Medium,High,Medium,30000000,350448145,116,1
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,1
1994,The Mask,Romance,1,Medium,High,Medium,23000000,351583407,101,0
1994,True Lies,Action,1,High,High,High,115000000,378882411,141,0
1994,Forrest Gump,Comedy,1,High,High,High,55000000,677945399,142,1
1994,The Shawshank Redemption,Drama,1,Medium,Medium,High,25000000,28341469,142,0
1994,Four Weddings and a Funeral,Comedy,1,Medium,High,Medium,6000000,254700832,117,0
1994,Heavenly Creatures,Drama,1,Low,Low,Medium,5000000,3049135,99,0
1994,Pulp Fiction,Thriller,1,Medium,High,High,8000000,213928762,154,1
1995,Leaving Las Vegas,Drama,1,Low,Medium,Medium,3600000,49800000,112,1
1995,Nixon,History,1,High,Medium,High,44000000,13681765,192,0
1995,Dead Man Walking,Drama,1,Medium,Medium,High,11000000,39363635,122,0
1995,Babe,Fantasy,1,Medium,High,Low,30000000,254134910,89,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,0
1995,Rob Roy,Adventure,1,Medium,Medium,High,28000000,31596911,139,0
1995,The Usual Suspects,Drama,1,Medium,Medium,Medium,6000000,23341568,106,1
1995,Dead Man Walking,Drama,1,Medium,Medium,High,11000000,39363635,122,1
1995,Leaving Las Vegas,Drama,1,Low,Medium,Medium,3600000,49800000,112,0
1995,Casino,Drama,1,High,High,High,52000000,116112375,178,0
1995,The Bridges of Madison County,Drama,1,Medium,High,High,24000000,182016617,135,0
1995,Sense and Sensibility,Drama,1,Medium,High,High,16500000,135000000,136,0
1995,Nixon,History,1,High,Medium,High,44000000,13681765,192,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,0
1995,Mighty Aphrodite,Comedy,1,Medium,Low,Low,15000000,6700000,95,1
1995,Sense and Sensibility,Drama,1,Medium,High,High,16500000,135000000,136,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,0
1995,Babe,Fantasy,1,Medium,High,Low,30000000,254134910,89,0
1995,Batman Forever,Action,1,High,High,High,100000000,336529144,121,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,1
1995,Sense and Sensibility,Drama,1,Medium,High,High,16500000,135000000,136,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,0
1995,Sense and Sensibility,Drama,1,Medium,High,High,16500000,135000000,136,0
1995,Babe,Fantasy,1,Medium,High,Low,30000000,254134910,89,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,1
1995,Dead Man Walking,Drama,1,Medium,Medium,High,11000000,39363635,122,0
1995,Leaving Las Vegas,Drama,1,Low,Medium,Medium,3600000,49800000,112,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,1
1995,Babe,Fantasy,1,Medium,High,Low,30000000,254134910,89,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,0
1995,Crimson Tide,Action,1,High,High,Medium,53000000,157387195,116,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,1
1995,Roommates,Drama,1,Medium,Medium,Medium,22000000,12400000,108,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,0
1995,Nixon,History,1,High,Medium,High,44000000,13681765,192,0
1995,Sense and Sensibility,Drama,1,Medium,High,High,16500000,135000000,136,0
1995,The American President,Comedy,1,High,High,Medium,62000000,107879496,106,0
1995,Pocahontas,Adventure,1,High,High,Low,55000000,346079773,81,1
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,0
1995,Toy Story,Animation,1,Medium,High,Low,30000000,373554033,81,0
1995,Pocahontas,Adventure,1,High,High,Low,55000000,346079773,81,1
1995,Dead Man Walking,Drama,1,Medium,Medium,High,11000000,39363635,122,0
1994,Don Juan DeMarco,Romance,1,Medium,Medium,Medium,25000000,22200000,97,0
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,0
1995,Toy Story,Animation,1,Medium,High,Low,30000000,373554033,81,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,0
1995,Babe,Fantasy,1,Medium,High,Low,30000000,254134910,89,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,1
1995,Sense and Sensibility,Drama,1,Medium,High,High,16500000,135000000,136,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,1
1995,Batman Forever,Action,1,High,High,High,100000000,336529144,121,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,0
1995,Crimson Tide,Action,1,High,High,Medium,53000000,157387195,116,0
1995,Waterworld,Adventure,1,High,High,High,175000000,264218220,135,0
1995,Batman Forever,Action,1,High,High,High,100000000,336529144,121,0
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,1
1995,Crimson Tide,Action,1,High,High,Medium,53000000,157387195,116,0
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,0
1995,Babe,Fantasy,1,Medium,High,Low,30000000,254134910,89,1
1995,Apollo 13,Drama,1,High,High,High,52000000,355237933,140,0
1995,Babe,Fantasy,1,Medium,High,Low,30000000,254134910,89,0
1995,Leaving Las Vegas,Drama,1,Low,Medium,Medium,3600000,49800000,112,0
1995,Sense and Sensibility,Drama,1,Medium,High,High,16500000,135000000,136,1
1995,Braveheart,Action,1,High,High,High,72000000,210000000,177,0
1995,Mighty Aphrodite,Comedy,1,Medium,Low,Low,15000000,6700000,95,0
1995,Nixon,History,1,High,Medium,High,44000000,13681765,192,0
1995,Toy Story,Animation,1,Medium,High,Low,30000000,373554033,81,0
1995,The Usual Suspects,Drama,1,Medium,Medium,Medium,6000000,23341568,106,1
1996,Jerry Maguire,Comedy,1,High,High,High,50000000,273552592,139,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,0
1996,The People vs. Larry Flynt,Drama,1,Medium,Medium,High,36000000,20300385,129,0
1996,Sling Blade,Drama,1,Low,Medium,High,1000000,24444121,135,0
1996,Jerry Maguire,Comedy,1,High,High,High,50000000,273552592,139,1
1996,Fargo,Crime,1,Medium,Medium,Medium,7000000,60611975,98,0
1996,Primal Fear,Crime,1,Medium,High,High,30000000,102616183,129,0
1996,Secrets & Lies,Drama,1,Low,Medium,High,4500000,13417292,142,0
1996,Marvin's Room,Drama,1,Medium,Medium,Medium,23000000,12803305,98,0
1996,Fargo,Crime,1,Medium,Medium,Medium,7000000,60611975,98,1
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
1996,Secrets & Lies,Drama,1,Low,Medium,High,4500000,13417292,142,0
1996,The Birdcage,Comedy,1,Medium,High,Medium,31000000,185260553,117,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
1996,Evita,History,1,High,High,High,55000000,141047179,134,0
2000,Hamlet,Drama,1,Low,Low,Medium,2000000,1568749,112,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
1996,Evita,History,1,High,High,High,55000000,141047179,134,0
1996,Fargo,Crime,1,Medium,Medium,Medium,7000000,60611975,98,0
1996,Michael Collins,Drama,1,Medium,Medium,High,28000000,16900000,132,0
1996,Emma,Drama,1,Medium,Medium,High,6000000,22231658,121,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
2000,Hamlet,Drama,1,Low,Low,Medium,2000000,1568749,112,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
1996,Fargo,Crime,1,Medium,Medium,Medium,7000000,60611975,98,0
1996,The People vs. Larry Flynt,Drama,1,Medium,Medium,High,36000000,20300385,129,0
1996,Secrets & Lies,Drama,1,Low,Medium,High,4500000,13417292,142,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
1996,Evita,History,1,High,High,High,55000000,141047179,134,0
1996,Fargo,Crime,1,Medium,Medium,Medium,7000000,60611975,98,0
1996,Jerry Maguire,Comedy,1,High,High,High,50000000,273552592,139,0
1996,Ridicule,Comedy,1,Low,Low,Medium,3000000,2503829,102,0
1996,The Nutty Professor,Fantasy,1,High,High,Low,54000000,128769345,95,1
1996,Star Trek: First Contact,Science,1,High,High,Medium,46000000,150000000,111,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
2000,Hamlet,Drama,1,Low,Low,Medium,2000000,1568749,112,0
1996,Michael Collins,Drama,1,Medium,Medium,High,28000000,16900000,132,0
1996,Sleepers,Crime,1,High,High,High,44000000,165615285,147,0
1996,Emma,Drama,1,Medium,Medium,High,6000000,22231658,121,1
1996,The First Wives Club,Comedy,1,Medium,High,Medium,26000000,116400000,102,0
1996,The Hunchback of Notre Dame,Drama,1,High,High,Low,100000000,100138851,91,0
1996,James and the Giant Peach,Adventure,1,Medium,Medium,Low,38000000,28921264,79,0
1996,The Preacher's Wife,Fantasy,1,Medium,Medium,High,40000000,48093211,124,0
1996,Evita,History,1,High,High,High,55000000,141047179,134,1
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
1996,Fargo,Crime,1,Medium,Medium,Medium,7000000,60611975,98,0
1996,Jerry Maguire,Comedy,1,High,High,High,50000000,273552592,139,0
1996,Secrets & Lies,Drama,1,Low,Medium,High,4500000,13417292,142,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,1
1996,Evita,History,1,High,High,High,55000000,141047179,134,0
1996,Independence Day,Action,1,High,High,High,75000000,816969268,145,0
1996,The Rock,Action,1,High,High,High,75000000,335062621,136,0
1996,Twister,Action,1,High,High,Medium,92000000,494471524,113,0
1996,Daylight,Action,1,High,High,Medium,80000000,159212469,115,0
1996,Eraser,Action,1,High,High,Medium,100000000,242295562,115,0
1996,The Ghost and the Darkness,Adventure,1,High,Medium,Medium,50000000,75000000,109,1
1996,Independence Day,Action,1,High,High,High,75000000,816969268,145,1
1996,Twister,Action,1,High,High,Medium,92000000,494471524,113,0
1996,The English Patient,Drama,1,Medium,High,High,27000000,231976425,162,0
2000,Hamlet,Drama,1,Low,Low,Medium,2000000,1568749,112,0
1996,Sling Blade,Drama,1,Low,Medium,High,1000000,24444121,135,1
1996,Trainspotting,Drama,1,Low,Medium,Low,4000000,16491080,93,0
1996,Fargo,Crime,1,Medium,Medium,Medium,7000000,60611975,98,1
1996,Jerry Maguire,Comedy,1,High,High,High,50000000,273552592,139,0
1996,Lone Star,Drama,1,Low,Medium,High,5000000,13269963,135,0
1996,Secrets & Lies,Drama,1,Low,Medium,High,4500000,13417292,142,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,0
1997,Wag the Dog,Comedy,1,Medium,Medium,Medium,15000000,64256513,97,0
1997,As Good as It Gets,Comedy,1,High,High,High,50000000,314178011,139,1
1997,Jackie Brown,Comedy,1,Medium,Medium,High,12000000,39673162,154,0
1997,Amistad,Drama,1,Medium,Medium,High,36000000,74000000,155,0
1997,As Good as It Gets,Comedy,1,High,High,High,50000000,314178011,139,0
1997,Boogie Nights,Drama,1,Medium,Medium,High,15000000,43101594,155,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,1
1997,As Good as It Gets,Comedy,1,High,High,High,50000000,314178011,139,1
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,0
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,1
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,0
1997,Boogie Nights,Drama,1,Medium,Medium,High,15000000,43101594,155,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,0
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,0
1997,Gattaca,Thriller,1,Medium,Medium,Medium,36000000,12532777,106,0
1997,Kundun,Drama,1,Medium,Low,High,28000000,5684789,134,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,0
1997,Men in Black,Action,1,High,High,Medium,90000000,589390539,98,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,Amistad,Drama,1,Medium,Medium,High,36000000,74000000,155,0
1997,Kundun,Drama,1,Medium,Low,High,28000000,5684789,134,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,Amistad,Drama,1,Medium,Medium,High,36000000,74000000,155,0
1997,Kundun,Drama,1,Medium,Low,High,28000000,5684789,134,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,The Full Monty,Comedy,1,Low,High,Low,3500000,257850122,91,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,0
1997,The Sweet Hereafter,Drama,1,Low,Low,Medium,5000000,3263585,112,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,Air Force One,Action,1,High,High,High,85000000,315156409,124,0
1997,As Good as It Gets,Comedy,1,High,High,High,50000000,314178011,139,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,Men in Black,Action,1,High,High,Medium,90000000,589390539,98,1
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,0
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,0
1997,Amistad,Drama,1,Medium,Medium,High,36000000,74000000,155,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,0
1997,Kundun,Drama,1,Medium,Low,High,28000000,5684789,134,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,Anastasia,Animation,1,High,High,Low,53000000,139804348,94,0
1997,As Good as It Gets,Comedy,1,High,High,High,50000000,314178011,139,0
1997,The Full Monty,Comedy,1,Low,High,Low,3500000,257850122,91,1
1997,Men in Black,Action,1,High,High,Medium,90000000,589390539,98,0
1997,My Best Friend's Wedding,Comedy,1,Medium,High,Medium,38000000,299288605,105,0
2014,Hercules,Action,1,High,High,Medium,100000000,243400000,99,0
1997,Hercules,Animation,1,High,High,Low,85000000,252712101,93,0
1997,Con Air,Action,1,High,High,Medium,75000000,224012234,115,0
1997,Anastasia,Animation,1,High,High,Low,53000000,139804348,94,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,As Good as It Gets,Comedy,1,High,High,High,50000000,314178011,139,0
1997,The Full Monty,Comedy,1,Low,High,Low,3500000,257850122,91,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
2016,The Mermaid,Comedy,0,High,High,Low,60720000,553810228,93,0
1997,Air Force One,Action,1,High,High,High,85000000,315156409,124,0
1997,Con Air,Action,1,High,High,Medium,75000000,224012234,115,0
1997,Contact,Drama,1,High,High,High,90000000,171120329,150,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,Face/Off,Action,1,High,High,High,80000000,245676146,138,0
1997,The Fifth Element,Adventure,1,High,High,High,90000000,263920180,126,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,The Lost World: Jurassic Park,Adventure,1,High,High,High,73000000,229074524,129,0
1997,Starship Troopers,Adventure,1,High,High,High,105000000,121214377,129,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1997,Donnie Brasco,Crime,1,Medium,Medium,High,35000000,41954997,127,0
1997,L.A. Confidential,Crime,1,Medium,High,High,35000000,126216940,138,1
1997,The Sweet Hereafter,Drama,1,Low,Low,Medium,5000000,3263585,112,0
1997,Wag the Dog,Comedy,1,Medium,Medium,Medium,15000000,64256513,97,0
1997,As Good as It Gets,Comedy,1,High,High,High,50000000,314178011,139,0
1997,Boogie Nights,Drama,1,Medium,Medium,High,15000000,43101594,155,0
1997,Deconstructing Harry,Comedy,1,Medium,Medium,Medium,20000000,10686841,96,0
1997,The Full Monty,Comedy,1,Low,High,Low,3500000,257850122,91,0
1997,Good Will Hunting,Drama,1,Medium,High,High,10000000,225933435,126,1
1997,Life Is Beautiful,Comedy,0,Medium,High,Medium,20000000,229400000,116,1
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,0
1998,Gods and Monsters,Drama,1,Medium,Low,Medium,10000000,6451628,105,0
1997,Affliction,Drama,1,Medium,Low,Medium,6000000,6330054,114,0
1998,American History X,Drama,1,Medium,Medium,Medium,20000000,23875127,119,0
1997,Affliction,Drama,1,Medium,Low,Medium,6000000,6330054,114,1
1998,A Civil Action,Drama,1,High,Medium,Medium,70000000,56702901,115,0
1998,The Truman Show,Comedy,1,High,High,Medium,60000000,264118201,103,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,0
1998,Elizabeth,Drama,1,Medium,Medium,High,30000000,82150642,124,0
1998,Central Station,Drama,0,Low,Low,Medium,2900000,5596708,113,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,1
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,1
1998,Gods and Monsters,Drama,1,Medium,Low,Medium,10000000,6451628,105,0
1998,Elizabeth,Drama,1,Medium,Medium,High,30000000,82150642,124,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,1
1998,What Dreams May Come,Drama,1,High,Medium,Medium,85000000,71485043,113,0
1998,A Civil Action,Drama,1,High,Medium,Medium,70000000,56702901,115,0
1998,Elizabeth,Drama,1,Medium,Medium,High,30000000,82150642,124,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,1
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,0
1998,The Thin Red Line,Drama,1,High,Medium,High,52000000,98126565,170,0
1998,Elizabeth,Drama,1,Medium,Medium,High,30000000,82150642,124,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,1
1997,Life Is Beautiful,Comedy,0,Medium,High,Medium,20000000,229400000,116,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,1
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,0
1998,The Thin Red Line,Drama,1,High,Medium,High,52000000,98126565,170,0
1998,The Truman Show,Comedy,1,High,High,Medium,60000000,264118201,103,0
1997,Life Is Beautiful,Comedy,0,Medium,High,Medium,20000000,229400000,116,0
1998,Out of Sight,Romance,1,High,Medium,High,48000000,77745568,123,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,1
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,0
1998,The Thin Red Line,Drama,1,High,Medium,High,52000000,98126565,170,0
1998,Central Station,Drama,0,Low,Low,Medium,2900000,5596708,113,0
1997,Children of Heaven,Drama,0,Low,Low,Low,180000,900000,89,0
1997,Life Is Beautiful,Comedy,0,Medium,High,Medium,20000000,229400000,116,1
1998,Elizabeth,Drama,1,Medium,Medium,High,30000000,82150642,124,1
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,0
1998,Elizabeth,Drama,1,Medium,Medium,High,30000000,82150642,124,0
1997,Life Is Beautiful,Comedy,0,Medium,High,Medium,20000000,229400000,116,1
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,0
1998,The Thin Red Line,Drama,1,High,Medium,High,52000000,98126565,170,0
1998,A Bug's Life,Adventure,1,High,High,Low,120000000,363258859,95,0
1998,Mulan,Animation,1,High,High,Low,90000000,304320254,88,0
1998,Patch Adams,Comedy,1,High,High,Medium,50000000,202292902,115,0
1998,The Prince of Egypt,Adventure,1,High,High,Medium,70000000,218613188,99,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,1
1998,Armageddon,Action,1,High,High,High,140000000,553799566,151,0
1998,Quest for Camelot,Fantasy,1,Medium,Medium,Low,40000000,38172500,86,0
1998,The Horse Whisperer,Drama,1,High,High,High,60000000,186883563,170,0
1998,Babe: Pig in the City,Adventure,1,High,Medium,Low,90000000,69131860,92,0
1998,The Prince of Egypt,Adventure,1,High,High,Medium,70000000,218613188,99,1
1998,Elizabeth,Drama,1,Medium,Medium,High,30000000,82150642,124,0
1997,Life Is Beautiful,Comedy,0,Medium,High,Medium,20000000,229400000,116,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,1
1998,The Thin Red Line,Drama,1,High,Medium,High,52000000,98126565,170,0
1998,Armageddon,Action,1,High,High,High,140000000,553799566,151,0
1998,The Mask of Zorro,Action,1,High,High,High,95000000,250288523,136,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,1
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,0
1998,The Thin Red Line,Drama,1,High,Medium,High,52000000,98126565,170,0
1998,Armageddon,Action,1,High,High,High,140000000,553799566,151,0
1998,The Mask of Zorro,Action,1,High,High,High,95000000,250288523,136,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,1
1998,Armageddon,Action,1,High,High,High,140000000,553799566,151,0
1998,What Dreams May Come,Drama,1,High,Medium,Medium,85000000,71485043,113,1
1998,Gods and Monsters,Drama,1,Medium,Low,Medium,10000000,6451628,105,1
1998,Out of Sight,Romance,1,High,Medium,High,48000000,77745568,123,0
1998,The Thin Red Line,Drama,1,High,Medium,High,52000000,98126565,170,0
1998,Bulworth,Comedy,1,Medium,Medium,Medium,30000000,29202884,108,0
1997,Life Is Beautiful,Comedy,0,Medium,High,Medium,20000000,229400000,116,0
1998,Saving Private Ryan,Drama,1,High,High,High,70000000,481840909,169,0
1998,Shakespeare in Love,Romance,1,Medium,High,High,25000000,289317794,122,1
1998,The Truman Show,Comedy,1,High,High,Medium,60000000,264118201,103,0
1999,The Insider,Drama,1,High,Medium,High,90000000,60289912,157,0
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,1
1999,The Hurricane,Drama,1,High,Medium,High,50000000,73956241,146,0
1999,The Cider House Rules,Drama,1,Medium,Medium,High,24000000,88545092,126,1
1999,Magnolia,Drama,1,Medium,Medium,High,37000000,48451803,188,0
1999,The Green Mile,Fantasy,1,High,High,High,60000000,284600000,189,0
1999,The Talented Mr. Ripley,Thriller,1,Medium,High,High,40000000,128798265,139,0
1999,The Sixth Sense,Mystery,1,Medium,High,Medium,40000000,672806292,107,0
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,0
1999,Tumbleweeds,Comedy,1,Low,Low,Medium,312000,1281176,102,0
1999,The End of the Affair,Drama,1,Medium,Medium,Medium,23000000,10827816,102,0
1999,Music of the Heart,Drama,1,Medium,Medium,High,27000000,14859394,124,0
1999,Boys Don't Cry,Crime,1,Low,Medium,Medium,2000000,11540607,118,1
1999,The Sixth Sense,Mystery,1,Medium,High,Medium,40000000,672806292,107,0
