budget,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,winner,genres
0,Design Is One,0.126686,10/18/2012,0,80,Released,Design Is One,6.2,3,#N/A,Documentary
0,Мне двадцать лет,0.35936,1/1/1965,0,189,Released,I Am Twenty,6.4,5,#N/A,Drama
0,Холодное лето пятьдесят третьего,0.721771,12/3/1988,0,101,Released,Cold Summer of 1953,6.5,9,#N/A,Drama
0,Кококо,0.697572,6/14/2012,0,90,Released,Kokoko,2.5,3,#N/A,
0,The Ransom of Red Chief,0.630423,1/1/1998,0,90,Released,The Ransom of Red Chief,4,4,#N/A,Action
0,Monsters: Dark Continent,12.648061,10/9/2014,0,119,Released,Monsters: Dark Continent,4.2,104,#N/A,Thriller
500000,Reminiscence,1.156922,10/14/2014,0,120,Released,Reminiscence,3.8,7,#N/A,Horror
0,Teacher of the Year,1.650458,5/19/2015,0,82,Released,Teacher of the Year,5.7,20,#N/A,Comedy
0,The Happening,0.159193,3/1/1967,0,101,Released,The Happening,6.5,3,#N/A,Comedy
3700000,Eyeborgs,2.036393,4/29/2009,0,103,Released,Eyeborgs,4.9,26,#N/A,Action
0,The Mountain Road,0.223814,6/15/1960,0,102,Released,The Mountain Road,7,1,#N/A,Drama
0,Away and Back,1.690373,1/25/2015,0,96,Released,Away and Back,5.4,18,#N/A,Drama
0,Andaz Apna Apna,2.058966,4/11/1994,0,160,Released,Andaz Apna Apna,7.6,51,#N/A,Comedy
0,Hera Pheri,2.467498,3/31/2000,0,123,Released,Hera Pheri,6.4,39,#N/A,Comedy
4000000,The Lobster,11.223033,10/8/2015,15656193,118,Released,The Lobster,6.7,1340,FALSE,Thriller
0,Beautiful & Twisted,2.873763,1/31/2015,0,90,Released,Beautiful & Twisted,5.6,32,#N/A,Crime
0,"Abar, the First Black Superman",0.000308,3/1/1977,0,102,Released,"Abar, the First Black Superman",4.5,1,#N/A,Action
0,Am Ende ein Fest,1.457375,8/29/2014,0,90,Released,The Farewell Party,6,16,#N/A,Comedy
0,Güeros,2.159836,3/20/2015,0,106,Released,Güeros,7.7,36,#N/A,Drama
4000000,Maggie,12.020933,5/8/2015,187112,95,Released,Maggie,5.2,604,#N/A,Horror
237000,"Ilsa, the Tigress of Siberia",1.404373,9/29/1977,0,88,Released,"Ilsa, the Tigress of Siberia",4.1,18,#N/A,Horror
0,女集中营,1.026093,12/21/1973,0,110,Released,The Bamboo House of Dolls,4.8,4,#N/A,Action
0,La vittima designata,0.107642,4/22/1971,0,105,Released,The Designated Victim,4.8,3,#N/A,Thriller
0,Thunderstruck,0.126048,5/20/2004,0,98,Released,Thunderstruck,7,1,#N/A,Comedy
35000000,Hot Pursuit,6.90658,5/8/2015,51680201,87,Released,Hot Pursuit,5.4,659,#N/A,Action
0,Permissive,0.040541,5/17/1970,0,75,Released,Permissive,5,1,#N/A,Drama
0,Slow West,10.132064,4/16/2015,229094,84,Released,Slow West,6.6,371,#N/A,Romance
0,Offline,1.270481,11/14/2012,0,0,Released,Offline,6.3,3,#N/A,Drama
0,Scintilla,1.919806,2/28/2014,0,94,Released,Scintilla,4.7,21,#N/A,Science Fiction
0,Meet the Mormons,0.431374,10/10/2014,0,78,Released,Meet the Mormons,5.8,4,#N/A,Family
0,The Mad,1.464656,5/22/2007,0,83,Released,The Mad,5.8,19,#N/A,Comedy
0,Malarek,0.421018,12/16/1988,0,100,Released,Malarek,0,0,#N/A,Action
0,The Mars Underground,0.180741,5/9/2007,0,52,Released,The Mars Underground,7.1,5,#N/A,Documentary
0,Martial Law,0.627188,5/16/1991,0,89,Released,Martial Law,5.7,8,#N/A,Action
0,Me and the Kid,0.025143,10/22/1993,0,94,Released,Me and the Kid,0,0,#N/A,Family
0,Midgets Vs. Mascots,0.48109,5/25/2009,0,88,Released,Midgets Vs. Mascots,5.5,4,#N/A,Comedy
0,The Midnight Hour,1.14151,11/1/1985,0,94,Released,The Midnight Hour,5.7,11,#N/A,Comedy
0,The Human Centipede 3 (Final Sequence),5.360948,5/22/2015,0,103,Released,The Human Centipede 3 (Final Sequence),3.7,159,#N/A,Horror
0,Mikey,0.782992,11/12/1992,0,90,Released,Mikey,5.2,11,#N/A,Thriller
0,Mistrial,1.223689,11/2/1996,0,89,Released,Mistrial,5.5,1,#N/A,Thriller
0,Model by Day,0.219265,10/10/1993,0,100,Released,Model by Day,4.5,1,#N/A,TV Movie
5000000,The Green Inferno,9.336019,9/4/2014,6833445,100,Released,The Green Inferno,5,359,#N/A,Action
0,Just About Famous,0.092631,4/21/2015,0,95,Released,Just About Famous,6,2,#N/A,Comedy
0,Alien Origin,1.795246,6/12/2012,0,90,Released,Alien Origin,1.6,9,#N/A,Fantasy
0,The Bear,0.353172,1/1/1984,0,0,Released,The Bear,6,1,FALSE,
0,Lolly-Madonna XXX,1.108379,2/21/1973,0,103,Released,Lolly-Madonna XXX,7,1,#N/A,Drama
0,Rita da Cascia,0.375835,9/26/2004,0,180,Released,Rita da Cascia,7,1,#N/A,Documentary
0,In the Shadow of the Sun,0.04353,1/1/2012,0,88,Released,In the Shadow of the Sun,5,1,#N/A,Documentary
0,Chappaqua,0.10547,11/4/1967,0,82,Released,Chappaqua,8,2,#N/A,Drama
0,Deli Man,0.277736,2/27/2015,0,91,Released,Deli Man,6.9,6,#N/A,Documentary
0,Sparkle,0.765831,4/7/1976,0,98,Released,Sparkle,5.4,4,#N/A,Drama
0,فرش وغطا,0.343031,9/10/2013,0,87,Released,Rags & Tatters,5.4,4,#N/A,Drama
0,Southern Rites,0.383368,5/18/2015,0,90,Released,Southern Rites,7,2,#N/A,Documentary
0,Barely Lethal,11.009871,4/30/2015,6075,96,Released,Barely Lethal,5.5,352,#N/A,Adventure
0,Spooks: The Greater Good,10.199449,4/11/2015,1473809,104,Released,Spooks: The Greater Good,5.9,203,#N/A,Thriller
0,Woman Times Seven,1.694798,6/26/1967,0,100,Released,Woman Times Seven,5.5,4,#N/A,Romance
0,Vehkleja,1.731591,3/13/2015,0,90,Released,The Fencer,7.3,16,#N/A,Drama
0,Gianni e le donne,2.298897,2/11/2011,0,90,Released,The Salt of Life,5.6,18,#N/A,Comedy
0,Hurricane,0.323301,4/12/1979,0,120,Released,Hurricane,3.5,2,#N/A,Drama
0,Don't Lose Your Head,5.744152,12/10/1966,0,90,Released,Carry On Don't Lose Your Head,7,17,#N/A,Comedy
0,Indul a bakterház,0.114527,11/12/1980,0,66,Released,The Stationmaster Meets His Match,7.5,7,#N/A,Comedy
0,Suzanne,2.057347,12/17/2013,0,90,Released,Suzanne,6.9,40,#N/A,Drama
0,"The Other One: The Long, Strange Trip of Bob Weir",0.266212,4/20/2014,0,85,Released,"The Other One: The Long, Strange Trip of Bob Weir",7.1,7,#N/A,Documentary
0,Ballet 422,1.740687,4/19/2014,0,72,Released,Ballet 422,6.3,18,#N/A,Documentary
0,Oz,0.031002,7/29/1976,0,100,Released,Oz,5,2,#N/A,Music
0,J.A.C.E.,0.393975,11/10/2011,0,142,Released,J.A.C.E.,5.5,3,#N/A,Drama
0,ブレイブ ストーリー,1.817657,5/22/2006,0,112,Released,Brave Story,6.6,23,#N/A,Science Fiction
0,Restless Virgins,1.9057,10/6/2013,0,0,Released,Restless Virgins,6.2,10,#N/A,Drama
0,Il giovane favoloso,4.735656,10/16/2014,0,137,Released,Leopardi,6.6,167,#N/A,Drama
0,A Fish in the Bathtub,0.492555,3/1/1999,0,96,Released,A Fish in the Bathtub,6,1,#N/A,Comedy
0,Bulldog Drummond's Peril,0.202059,3/18/1938,0,66,Released,Bulldog Drummond's Peril,5.9,4,#N/A,Adventure
0,Bulldog Drummond's Bride,0.412039,7/12/1939,0,56,Released,Bulldog Drummond's Bride,6,2,#N/A,Action
0,Bulldog Drummond at Bay,0.371059,5/1/1937,0,78,Released,Bulldog Drummond at Bay,6.5,2,#N/A,Action
0,Bulldog Drummond's Secret Police,0.104121,3/29/1939,0,56,Released,Bulldog Drummond's Secret Police,6,2,#N/A,Mystery
0,Bulldog Drummond in Africa,1.033969,8/5/1938,0,58,Released,Bulldog Drummond in Africa,4.8,3,#N/A,Action
0,Bulldog Drummond Comes Back,0.161802,9/24/1937,0,64,Released,Bulldog Drummond Comes Back,6.8,2,#N/A,Action
0,Bulldog Drummond's Revenge,0.354936,12/16/1937,0,57,Released,Bulldog Drummond's Revenge,5.8,2,#N/A,Mystery
0,Deadlier Than the Male,1.244935,2/12/1967,0,101,Released,Deadlier Than the Male,6.3,8,#N/A,Action
0,Some Girls Do,0.488385,1/23/1969,0,88,Released,Some Girls Do,6.9,4,#N/A,Action
0,2047 - Sights of Death,7.576182,6/13/2014,0,85,Released,2047: Sights of Death,2.4,18,#N/A,Action
0,Mankillers,0.641417,11/3/1987,0,88,Released,Mankillers,5.5,4,#N/A,
0,Deep Web,4.615203,3/15/2015,0,90,Released,Deep Web,6.8,85,#N/A,Documentary
0,Fugly,0.924931,6/13/2014,0,134,Released,Fugly,5.3,2,#N/A,Comedy
0,銀座化粧,0.444682,4/14/1951,0,86,Released,Ginza Cosmetics,4,1,#N/A,Drama
0,"On Any Sunday, The Next Chapter",0.737708,1/1/2014,0,90,Released,"On Any Sunday, The Next Chapter",7.3,4,#N/A,Documentary
0,Piccadilly Jim,0.802403,4/22/2005,0,97,Released,Piccadilly Jim,6.5,2,#N/A,Comedy
0,Pony Express,1.53743,1/1/1953,0,101,Released,Pony Express,4.1,10,#N/A,Action
0,"Schöner Gigolo, armer Gigolo",0.617142,1/1/1979,0,147,Released,Just a Gigolo,3,4,#N/A,Drama
0,The Survivor,0.432661,7/9/1981,0,98,Released,The Survivor,5.4,8,#N/A,Horror
0,Dark Horse,0.955169,7/17/1992,0,98,Released,Dark Horse,6,1,#N/A,Family
0,Shakedown,0.119012,12/24/2002,0,92,Released,Shakedown,3,2,#N/A,Action
0,Shakedown,0.455328,9/1/1950,0,80,Released,Shakedown,4.5,4,#N/A,
0,Success At Any Price,0.400912,3/16/1934,0,74,Released,Success At Any Price,0,0,#N/A,Drama
0,Seventeen Again,1.203718,11/12/2000,0,97,Released,Seventeen Again,5.1,9,#N/A,Comedy
0,Sweet Sixteen,0.369025,3/18/1983,0,90,Released,Sweet Sixteen,5.3,14,#N/A,Horror
0,The Disappearance of Garcia Lorca,0.728214,10/24/1996,0,142,Released,The Disappearance of Garcia Lorca,6.5,4,#N/A,
0,The Dramatics: A Comedy,1.54267,2/10/2015,0,89,Released,The Dramatics: A Comedy,5.3,6,#N/A,Romance
0,Up the Creek,0.478898,5/13/1958,0,83,Released,Up the Creek,6,1,#N/A,Comedy
0,What Love Is,0.785591,3/23/2007,0,93,Released,What Love Is,5,6,#N/A,Comedy
0,Tsuma,0.619388,4/29/1953,0,89,Released,Wife,0,0,#N/A,Drama
0,You Can't Run Away from It,0.060995,10/30/1956,0,95,Released,You Can't Run Away from It,5,1,#N/A,Romance
0,Девушка с коробкой,0.222519,1/1/1927,0,86,Released,The Girl with the Hat Box,7.6,5,#N/A,Romance
0,Static,6.941034,10/31/2012,0,80,Released,Static,5.5,39,#N/A,Drama
0,The Flapper,0.071809,5/10/1920,0,88,Released,The Flapper,6.5,2,#N/A,
0,何以笙箫默,0.983058,4/30/2015,0,107,Released,You Are My Sunshine,9,2,#N/A,Drama
0,大闹天宫,0.702008,12/7/1964,0,106,Released,The Monkey King,7.9,9,#N/A,Animation
0,5 to 7,6.852262,4/19/2014,0,98,Released,5 to 7,6.9,96,#N/A,Comedy
0,Seymour: An Introduction,0.932758,3/13/2015,0,84,Released,Seymour: An Introduction,6.4,9,#N/A,Documentary
0,Open Secret,0.013061,11/3/2013,0,0,Released,Open Secret,0,0,#N/A,
0,Puffball,0.824586,10/28/2007,0,0,Released,Puffball,3.1,5,#N/A,Drama
0,Terrore Sull'Everest,1.086509,11/9/1997,0,90,Released,Into Thin Air: Death on Everest,4.4,13,#N/A,Adventure
0,Parole de flic,2.242706,8/21/1985,0,93,Released,Parole de flic,5.9,4,#N/A,Drama
0,Fear in the Night,0.842237,4/18/1947,0,72,Released,Fear in the Night,4.1,4,#N/A,Drama
0,Военно-полевой роман,0.732219,11/7/1983,0,92,Released,War-Time Romance,5.5,4,#N/A,Drama
0,Афоня,6.532578,10/13/1975,0,92,Released,Afonya,6.9,16,#N/A,Romance
0,Beg,0.001393,1/1/1970,0,196,Released,The Flight,5.3,5,#N/A,Drama
0,Белорусский вокзал,0.289674,4/30/1971,0,101,Released,Byelorussian Station,7.1,7,#N/A,Drama
0,"Due cuori, una cappella",0.248739,10/2/1975,0,0,Released,"Due cuori, una cappella",6,3,#N/A,
0,Si può fare… amigo,0.975488,3/31/1972,0,109,Released,"It Can Be Done, Amigo",5.3,12,#N/A,Comedy
0,La più grande rapina del west,0.133246,10/28/1967,0,0,Released,Halleluja for Django,0,0,#N/A,Western
3000000,Starship: Rising,1.511242,8/8/2014,0,91,Released,Starship Rising,2.5,14,#N/A,Action
0,В огне брода нет,0.275895,6/1/1968,0,95,Released,No Path Through Fire,4.8,5,#N/A,Drama
0,Dozhivyom do Ponedelnika,0.345099,7/2/1968,0,106,Released,We'll Live Till Monday,7.3,4,#N/A,Romance
0,Дядя Ваня,0.277136,12/29/1970,0,104,Released,Uncle Vanya,8.3,3,#N/A,Romance
0,Калина Красная,0.525573,3/25/1974,0,110,Released,The Red Snowball Tree,6.5,10,#N/A,Drama
0,Начало,0.006777,10/12/1970,0,91,Released,The Debut,5.4,7,#N/A,Romance
0,Монолог,0.000844,1/1/1972,0,94,Released,Monologue,6.3,4,#N/A,Drama
0,Ya Shagayu po Moskve,2.094777,1/1/1963,0,78,Released,Walking the Streets of Moscow,7,12,#N/A,Romance
0,Не горюй!,1.451998,6/6/1969,0,90,Released,Don't Grieve!,5.4,9,#N/A,Romance
0,Несколько дней из жизни И.И. Обломова,0.950216,9/8/1980,0,140,Released,Oblomov,4.3,6,#N/A,Drama
0,Обыкновенный фашизм,1.307804,12/31/1965,0,138,Released,Triumph Over Violence,7.1,7,#N/A,Documentary
0,Рассказы,2.250715,11/15/2012,0,105,Released,Short Stories,6.1,15,#N/A,Comedy
0,Моя любовь,0.921068,8/27/2006,0,26,Released,My Love,6.6,8,#N/A,Animation
0,Jardins en automne,0.229323,9/6/2006,0,0,Released,Gardens in Autumn,5.9,6,#N/A,
0,Корова,0.020853,12/31/1990,0,10,Released,The Cow,6.8,6,#N/A,Animation
3300000,Voditel dlya Very,0.975857,7/27/2004,2011837,105,Released,A Driver for Vera,6.2,11,#N/A,Drama
475000,Blackbird,0.485794,3/12/2007,0,108,Released,Blackbird,4,1,#N/A,Drama
336029,Плюс один,0.562568,8/21/2008,927277,0,Released,Plus one,4,6,#N/A,Drama
0,Прогулка,0.653556,1/1/2003,0,90,Released,The Stroll,6.4,9,#N/A,
4000000,День радио,0.95369,3/8/2008,0,100,Released,Radio Day,8.3,18,#N/A,Comedy
0,Дура,0.803834,7/21/2005,0,95,Released,Dura,4.3,3,#N/A,Drama
0,Kung Fu Rascals,0.293125,1/1/1992,0,101,Released,Kung Fu Rascals,0,0,#N/A,Comedy
0,Waiting for Godot,0.423981,1/1/2001,0,120,Released,Waiting for Godot,7.8,8,#N/A,Drama
0,San Andreas Quake,4.260681,5/19/2015,0,90,Released,San Andreas Quake,3.5,77,#N/A,TV Movie
0,"Unman, Wittering and Zigo",0.708736,7/11/1971,0,102,Released,"Unman, Wittering and Zigo",6.8,5,#N/A,Mystery
0,Voyage to the Planet of Prehistoric Women,1.212575,1/1/1968,0,78,Released,Voyage to the Planet of Prehistoric Women,2.8,14,#N/A,Adventure
0,La figlia di Frankenstein,3.530313,10/22/1971,0,99,Released,Lady Frankenstein,4,11,#N/A,Horror
0,The Lookalike,3.602005,7/11/2014,0,100,Released,The Lookalike,5.1,23,#N/A,Thriller
0,The Anonymous People,0.05148,8/15/2013,0,88,Released,The Anonymous People,6,1,#N/A,Documentary
108000000,The Martian,25.62993,9/30/2015,630161890,141,Released,The Martian,7.6,7442,FALSE,Drama
0,Treasure Island,1.671169,10/1/1972,0,94,Released,Treasure Island,5.5,8,#N/A,Adventure
0,Diabólica malicia,0.447702,10/14/1972,0,89,Released,Night Hair Child,5.3,4,#N/A,Horror
0,Road,1.403263,6/11/2014,0,102,Released,Road,7.7,16,#N/A,Documentary
0,Return to Sender,5.814583,5/31/2015,0,95,Released,Return to Sender,5,140,#N/A,Drama
0,வழக்கு எண் 18/9,0.627889,5/4/2012,0,115,Released,Vazhakku Enn 18/9,6.5,4,#N/A,Drama
0,I Am Omega,6.924892,11/18/2007,0,90,Released,I Am Omega,4,21,#N/A,Action
0,The Alien Factor,0.001586,5/12/1978,0,80,Released,The Alien Factor,3.7,6,#N/A,Horror
0,Magical Universe,0.171424,10/31/2014,0,80,Released,Magical Universe,6.3,4,#N/A,Documentary
0,Om våld,0.083801,1/17/2014,0,85,Released,Concerning Violence,7.5,2,#N/A,Documentary
630019,Kung Fury,7.741143,5/22/2015,0,31,Released,Kung Fury,7.6,762,#N/A,Action
0,Morgan,1.740147,1/7/2012,0,89,Released,Morgan,6.4,7,#N/A,Drama
0,Follow Me: The Yoni Netanyahu Story,0.043642,5/18/2012,0,0,Released,Follow Me: The Yoni Netanyahu Story,5,1,#N/A,Documentary
0,Svet-Ake,1.311524,3/2/2011,0,80,Released,The Light Thief,5.3,4,#N/A,Drama
0,Detective Byomkesh Bakshy!,1.478116,4/3/2015,0,148,Released,Detective Byomkesh Bakshy!,6.4,21,#N/A,Action
3700000,बदलापुर,1.493061,2/20/2015,11480000,128,Released,Badlapur,6.8,30,#N/A,Crime
0,Holiday,1.971482,6/6/2014,0,170,Released,Holiday,5.8,29,FALSE,Thriller
0,День выборов,0.896702,1/1/2007,0,122,Released,Elections Day,7.6,24,#N/A,Comedy
0,Hécate,0.335052,11/21/1982,0,105,Released,Hecate,6,1,#N/A,Drama
0,Milano: il clan dei calabresi,0.586025,11/28/1974,0,0,Released,The Last Desperate Hours,0,0,#N/A,Action
0,Il sole nella pelle,0.300227,4/9/1971,0,91,Released,Summer Affair,0,0,#N/A,Drama
0,Agente Logan - missione Ypotron,0.887984,8/28/1966,0,100,Released,Agente Logan - missione Ypotron,0,0,#N/A,Action
0,Nobody's Perfect,0.105521,1/1/2008,0,84,Released,Nobody's Perfect,6.5,2,#N/A,Documentary
0,끝까지 간다,10.154079,5/29/2014,0,111,Released,A Hard Day,6.7,89,#N/A,Action
0,Child's Play,0.549801,12/12/1972,0,100,Released,Child's Play,7.3,4,#N/A,Thriller
0,Woman in a Dressing Gown,0.78738,9/12/1957,0,93,Released,Woman in a Dressing Gown,7.5,3,#N/A,Romance
0,Shinsengumi,1.157489,12/5/1969,0,122,Released,Shinsengumi: Assassins of Honor,6.3,8,#N/A,Action
0,Tiger Bay,1.133413,3/1/1959,0,105,Released,Tiger Bay,7.8,11,#N/A,Drama
13360000,Youth,8.717661,5/20/2015,2000000,118,Released,Youth,6.7,625,FALSE,Comedy
0,Don't Knock The Rock,0.634649,12/14/1956,0,84,Released,Don't Knock The Rock,7.5,2,#N/A,Music
0,Yield to the Night,1.038506,6/19/1956,0,99,Released,Yield to the Night,8,3,#N/A,Drama
0,The Yellow Balloon,0.848466,2/10/1953,0,76,Released,The Yellow Balloon,0,0,#N/A,Drama
0,No Trees in the Street,0.589774,1/1/1959,0,96,Released,No Trees in the Street,6,2,#N/A,Drama
0,A Man Could Get Killed,0.175323,3/25/1966,0,97,Released,A Man Could Get Killed,5,1,#N/A,Action
3000000,Wake Up Sid,1.710257,10/2/2009,11000000,138,Released,Wake Up Sid,6.8,32,#N/A,Drama
0,Mission Kashmir,0.627427,10/27/2000,0,0,Rumored,Mission Kashmir,5.8,15,#N/A,Action
483719,Lakshya,1.608795,6/18/2004,0,186,Released,Lakshya,6.7,29,#N/A,Action
0,Iqbal,0.641487,8/26/2005,0,150,Released,Iqbal,6.5,20,#N/A,Drama
0,Ghulam,3.732919,6/19/1998,0,162,Released,Ghulam,6.1,17,#N/A,Crime
2800000,Rangeela,0.709452,1/1/1995,14000000,175,Released,Rangeela,7.1,12,#N/A,Drama
0,Angyali üdvözlet,1.640446,7/13/1984,0,100,Released,The Annunciation,6.5,7,#N/A,Drama
0,Streetwise,0.270879,12/7/1984,0,91,Released,Streetwise,8.3,7,FALSE,Documentary
20000000,Survivor,15.033568,5/21/2015,0,96,Released,Survivor,5.4,407,#N/A,Thriller
0,Hot Girls Wanted,5.352415,5/29/2015,0,84,Released,Hot Girls Wanted,5.9,198,#N/A,Documentary
0,Polosatyy Reys,0.767747,6/6/1961,0,84,Released,Striped Trip,6.2,13,#N/A,Comedy
0,Тот самый Мюнхгаузен,1.247706,1/1/1979,0,142,Released,That Munchhausen,7.8,16,#N/A,Comedy
0,"C'mon, Let's Live a Little",0.00118,3/3/1967,0,84,Released,"C'mon, Let's Live a Little",0,0,#N/A,Music
0,Jari Tervon Poliisin poika,0.320671,11/1/1998,0,80,Released,Poliisin poika,5.8,4,#N/A,Comedy
0,Der Commander,1.169267,4/28/1988,0,105,Released,The Commander,5.4,5,#N/A,Action
0,To Kill a Stranger,0.66989,11/18/1987,0,88,Released,To Kill a Stranger,5,1,#N/A,Crime
0,Ground Zero,0.511308,10/1/1987,0,109,Released,Ground Zero,6.5,2,#N/A,Thriller
0,Sotto il vestito niente,0.521388,1/1/1985,0,90,Released,Nothing Underneath,4.3,4,#N/A,Thriller
0,El tesoro del Amazonas,0.416609,5/30/1985,0,104,Released,The Treasure of the Amazon,5.3,2,#N/A,Thriller
0,Where Is Parsifal?,0.374677,7/19/1985,0,0,Released,Where Is Parsifal?,5,1,#N/A,Comedy
0,Jaguar Lives!,0.013577,8/9/1979,0,90,Released,Jaguar Lives!,5,3,#N/A,Action
0,"Good Luck, Miss Wyckoff",2.052797,4/13/1979,0,90,Released,"Good Luck, Miss Wyckoff",0,0,#N/A,Drama
0,The Uncanny,0.57948,8/24/1977,0,89,Released,The Uncanny,6.2,7,#N/A,Horror
0,Journey Into Fear,0.361562,8/8/1975,0,100,Released,Journey Into Fear,6,1,#N/A,
0,Barry McKenzie Holds His Own,0.670659,12/12/1974,0,93,Released,Barry McKenzie Holds His Own,4.8,3,#N/A,Comedy
0,The Mutations,0.709955,9/25/1974,0,92,Released,The Mutations,5,4,#N/A,Horror
0,Wedding in White,0.038478,10/20/1972,0,103,Released,Wedding in White,5,1,#N/A,Drama
0,No Love for Johnnie,0.364228,2/14/1961,0,110,Released,No Love for Johnnie,2.5,2,#N/A,
0,The Man in the Sky,0.154078,1/24/1957,0,87,Released,The Man in the Sky,3.3,2,#N/A,Drama
0,Il bisbetico domato,8.544678,12/20/1980,0,104,Released,The Taming of the Scoundrel,7,84,#N/A,Comedy
0,La Máquina de Bailar,0.204481,9/22/2006,0,109,Released,La Máquina de Bailar,4.5,4,#N/A,Comedy
0,Bombay Talkies,1.146057,5/3/2013,0,127,Released,Bombay Talkies,5.9,19,#N/A,
0,भूल भुलैया,1.629677,10/12/2007,0,151,Released,Bhool Bhulaiyaa,6.3,27,#N/A,Comedy
0,Phir Hera Pheri,1.371231,6/9/2006,0,155,Released,Phir Hera Pheri,5.6,15,#N/A,Comedy
0,Mohra,0.798869,7/1/1994,0,177,Released,Mohra,6,7,#N/A,Drama
820000,Sarkar Raj,0.853567,6/6/2008,0,125,Released,Sarkar Raj,5.3,6,#N/A,Action
0,Ek Ajnabee,0.213796,12/9/2005,0,143,Released,Ek Ajnabee,4.4,5,#N/A,
1900000,Sarkar,2.004745,7/1/2005,5900000,123,Released,Sarkar,6.9,17,#N/A,Crime
0,Hulchul,0.969653,11/26/2004,0,168,Released,Hulchul,6,10,#N/A,Comedy
0,Samay: When Time Strikes,0.039916,1/1/2003,0,130,Released,Samay: When Time Strikes,8,1,#N/A,
0,Border,1.740518,7/13/1997,0,211,Released,Border,6.5,12,FALSE,Action
0,The Red House,1.494675,3/16/1947,0,100,Released,The Red House,5.5,16,#N/A,Drama
0,1942: A Love Story,1.033872,4/15/1994,0,157,Released,1942: A Love Story,4.6,5,#N/A,Action
0,नायक,1.394925,9/7/2001,0,187,Released,Nayak: The Real Hero,6.5,17,#N/A,Action
0,Virasat,0.154687,7/6/1997,0,0,Released,Virasat,7,2,#N/A,
156660,The Redwood Massacre,1.128292,9/28/2014,0,82,Released,The Redwood Massacre,4.1,23,#N/A,Fantasy
0,A Gift of Miracles,0.929781,2/15/2015,0,88,Released,A Gift of Miracles,5.9,15,#N/A,Drama
0,Curse of the Witching Tree,0.674552,5/18/2015,0,90,Released,Curse of the Witching Tree,4.6,16,#N/A,Horror
0,Sekai Saigo no Hibi,0.417121,7/4/2011,0,96,Released,The Last Days of the World,4,3,#N/A,Fantasy
65000000,Spy,13.257467,5/6/2015,235666219,120,Released,Spy,6.9,2590,#N/A,Action
0,2つ目の窓,1.932287,6/1/2014,0,121,Released,Still the Water,6.3,26,#N/A,Drama
0,The Strange Affair of Uncle Harry,0.752893,8/17/1945,0,80,Released,The Strange Affair of Uncle Harry,4.9,10,#N/A,Drama
48000000,Tinker Bell,9.066971,10/27/2008,0,78,Released,Tinker Bell,6.5,319,#N/A,Animation
0,Dazzle,0.650763,10/10/1999,0,85,Released,Dazzle,5,1,#N/A,Fantasy
0,Vivir es Fácil con los Ojos Cerrados,8.762445,10/31/2013,0,108,Released,Living Is Easy With Eyes Closed,6.6,58,#N/A,Drama
0,Melody,0.706014,8/23/2014,0,90,Released,Melody,7.5,3,#N/A,Drama
0,Power Trip,0.092029,12/17/2003,0,86,Released,Power Trip,4,2,#N/A,Documentary
0,Pingpong,3.439043,5/19/2006,0,89,Released,Pingpong,7.3,2,#N/A,Drama
0,Im Alter von Ellen,0.123257,8/6/2010,0,97,Released,At Ellen’s Age,10,2,#N/A,Drama
0,Dögkeselyű,1.00E-06,7/29/1982,0,115,Released,The Vulture,4.3,2,#N/A,Thriller
0,Domino Kid,0.908823,10/1/1957,0,74,Released,Domino Kid,6,2,#N/A,Western
35000000,Trainwreck,17.310647,7/17/2015,140795793,125,Released,Trainwreck,5.9,1193,#N/A,Comedy
0,The Busy Body,0.014963,3/12/1967,0,101,Released,The Busy Body,0,0,#N/A,Comedy
0,The Ministers,1.537562,10/16/2009,0,90,Released,The Ministers,5,11,#N/A,Crime
0,Zephyr Springs,0.667285,6/1/2013,0,88,Released,Zephyr Springs,4.1,8,#N/A,Thriller
0,È arrivato mio fratello,0.960562,3/19/1985,0,0,Released,È arrivato mio fratello,5.4,18,#N/A,Comedy
0,7 chili in 7 giorni,2.125375,1/1/1986,0,105,Rumored,7 Kilos in 7 Days,5.9,42,#N/A,
0,Grandi magazzini,2.892796,1/1/1986,0,110,Released,Department Store,5.4,61,#N/A,Comedy
0,Noi uomini duri,0.020262,1/1/1987,0,0,Released,Noi uomini duri,5.4,19,#N/A,
0,Roba da ricchi,0.725035,11/13/1987,0,110,Released,Stuff for the Rich,5.5,17,#N/A,Comedy
0,Da grande,0.003977,12/23/1987,0,0,Released,Da grande,5.7,28,#N/A,Fantasy
0,Le comiche,2.520134,1/1/1990,0,90,Released,The Comics,5.7,59,#N/A,Comedy
0,Piedipiatti,1.447592,3/3/1990,0,92,Released,Piedipiatti,6.5,16,#N/A,Comedy
0,Le comiche 2,1.999079,10/19/1991,0,91,Rumored,The Comics 2,5.5,47,#N/A,Comedy
0,Infelici e contenti,0.1719,12/18/1992,0,0,Released,Infelici e contenti,4.6,21,#N/A,Comedy
0,Le nuove comiche,1.254781,1/1/1994,0,102,Released,The New Comics,5,32,#N/A,Comedy
0,Mollo tutto,0.208569,3/31/1995,0,0,Released,Mollo tutto,4.5,4,#N/A,Comedy
0,Ma che bella sorpresa,4.369253,3/11/2015,0,0,Released,Ma che bella sorpresa,5.9,105,#N/A,Comedy
